Artist,Title,duration,length_song,numberone,entered,exited,censored,year,bpm,failure
Extreme,Rest In Peace,3,4.833333333,0,10/26/92,11/16/92,0,1992,,1
MC Nas-D & DJ Fred,It's My Cadillac (Got That Bass),2,3.866666667,0,9/21/92,10/5/92,0,1992,131,1
Olivia Newton-John,I Need Love,2,4.116666667,0,7/13/92,7/27/92,0,1992,97,1
Monie Love,Full Term Love,1,4.75,0,8/10/92,8/17/92,0,1992,106,1
Curtis Stigers,Sleeping With The Lights On,1,3.9,0,6/22/92,6/29/92,0,1992,105,1
St. Etienne,Only Love Can Break Your Heart,2,4.516666667,0,3/9/92,3/23/92,0,1992,102,1
Ce Ce Peniston,Crazy Love,2,4.083333333,0,12/28/92,1/11/93,0,1992,92,1
Joe Public,Do You Everynite,3,4.283333333,0,10/19/92,11/9/92,0,1992,113,1
Midi Maxi & Efti,Bad Bad Boys,3,3.333333333,0,6/1/92,6/22/92,0,1992,97,1
"Lightning Seeds, The",The Life Of Riley,2,4.033333333,0,4/27/92,5/11/92,0,1992,121,1
Metallica,Sad But True,1,5.3,0,11/2/92,11/9/92,0,1992,89,1
Curtis Stigers,You're All That Matters To Me,1,4.283333333,0,3/9/92,3/16/92,0,1992,,1
Utah Saints,Something Good,1,3.533333333,0,11/23/92,11/30/92,0,1992,127,1
SGH Mocca Soul,Losing You (Soul Goes House),2,3.833333333,0,5/18/92,6/1/92,0,1992,,1
Seal,Killer,2,4.2,0,3/30/92,4/13/92,0,1992,119,1
Bryan Adams,(Everything I Do) I Do It For You,22,4.05,1,7/1/91,12/2/91,0,1991,,1
Michael Jackson,Black Or White,19,3.316666667,1,11/25/91,4/6/92,0,1991,120,1
Paula Abdul,Rush Rush,19,4.233333333,1,5/13/91,9/23/91,0,1991,,1
Mariah Carey,Emotions,19,4.15,1,9/2/91,1/13/92,0,1991,114,1
C & C Music Factory,Gonna Make You Sweat,24,4.05,1,11/19/90,5/6/91,0,1991,113,1
Surface,The First Time,24,4.25,1,11/5/90,4/22/91,0,1991,125,1
Mariah Carey,I Don't Wanna Cry,19,4.816666667,1,4/8/91,8/19/91,0,1991,130,1
Madonna,Justify My Love,15,4.833333333,1,11/19/90,3/4/91,0,1991,99,1
Amy Grant,Baby Baby,21,3.733333333,1,2/25/91,7/22/91,0,1991,98,1
Prince,Cream,19,4.133333333,1,9/30/91,2/10/92,0,1991,115,1
Whitney Houston,All The Man That I Need,22,3.716666667,1,12/24/90,5/27/91,0,1991,,1
Mariah Carey,Someday,19,3.916666667,1,1/21/91,6/3/91,0,1991,110,1
Color Me Badd,I Adore Mi Amor,20,4.75,1,7/29/91,12/16/91,0,1991,91,1
Gloria Estefan,Coming Out Of The Dark,19,3.916666667,1,1/28/91,6/10/91,0,1991,132,1
Extreme,More Than Words,24,4.083333333,1,3/25/91,9/9/91,0,1991,,1
Hi-Five,I Like The Way (The Kissing Game),23,3.7,1,2/25/91,8/5/91,0,1991,,1
Timmy T,One More Try,24,3.4,1,12/24/90,6/10/91,0,1991,75,1
EMF,Unbelievable,23,3.5,1,4/15/91,9/23/91,0,1991,104,1
Michael Bolton,When A Man Loves A Woman,19,3.666666667,1,10/14/91,2/24/92,0,1991,,1
PM Dawn,Set Adrift On Memory Bliss,19,3.883333333,1,10/21/91,3/2/92,0,1991,99,1
Karyn White,Romantic,19,3.8,1,8/19/91,12/30/91,0,1991,110,1
Janet Jackson,Love Will Never Do (Without You),21,4.433333333,1,11/19/90,4/15/91,0,1991,,1
Marky Mark & The Funky Bunch,Good Vibrations,20,4.433333333,1,7/22/91,12/9/91,0,1991,121,1
Wilson Phillips,You're In Love,19,3.966666667,1,2/11/91,6/24/91,0,1991,,1
Roxette,Joyride,19,4,1,3/4/91,7/15/91,0,1991,102,1
Londonbeat,I've Been Thinking About You,19,3.666666667,1,2/11/91,6/24/91,0,1991,113,1
Paula Abdul,The Promise Of A New Day,16,4.15,1,7/22/91,11/11/91,0,1991,119,1
Boyz II Men,It's So Hard To Say Goodbye To Yesterday,21,2.75,0,9/23/91,2/17/92,0,1991,143,1
Color Me Badd,I Wanna Sex You Up,23,4.15,0,4/8/91,9/16/91,0,1991,101,1
Natural Selection,Do Anything,20,3.95,0,8/12/91,12/30/91,0,1991,93,1
Cathy Dennis,Touch Me (All Night Long),20,3.366666667,0,3/4/91,7/22/91,0,1991,117,1
Rythm Syndicate,P.A.S.S.I.O.N.,17,3.6,0,6/3/91,9/30/91,0,1991,113,1
Jesus Jones,"Right Here, Right Now",25,3.016666667,0,4/15/91,10/7/91,0,1991,106,1
Bryan Adams,Can't Stop This Thing We Started,19,4.366666667,0,9/16/91,1/27/92,0,1991,113,1
Amy Grant,Every Heartbeat,19,3.7,0,6/17/91,10/28/91,0,1991,126,1
Lenny Kravitz,It Ain't Over Til It's Over,19,3.766666667,0,6/10/91,10/21/91,0,1991,79,1
Roxette,Fading Like A Flower (Every Time You Leave),18,3.766666667,0,6/17/91,10/21/91,0,1991,105,1
Boyz II Men,Motownphilly,24,3.8,0,6/17/91,12/2/91,0,1991,114,1
Damn Yankees,High Enough,28,4.166666667,0,9/24/90,4/8/91,0,1991,81,1
Tara Kemp,Hold You Tight,22,3.666666667,0,1/21/91,6/24/91,0,1991,100,1
C & C Music Factory,Here We Go,20,4.633333333,0,3/4/91,7/22/91,0,1991,113,1
Tracie Spencer,This House,22,4.883333333,0,12/24/90,5/27/91,0,1991,112,1
Styx,Show Me The Way,22,4.416666667,0,12/10/90,5/13/91,0,1991,78,1
DJ Jazzy Jeff & The Fresh Prince,Summertime,18,4.433333333,0,6/17/91,10/21/91,0,1991,95,1
Ralph Tresvant,Sensitivity,19,4.6,0,11/5/90,3/18/91,0,1991,96,1
Michael Bolton,Love Is A Wonderful Thing,17,4.566666667,0,4/22/91,8/19/91,0,1991,125,1
Luther Vandross,Power Of Love/Love Power,18,4.233333333,0,4/29/91,9/2/91,0,1991,92,1
Extreme,Hole Hearted,20,3.516666667,0,8/5/91,12/23/91,0,1991,101,1
Celine Dion,Where Does My Heart Beat Now,23,4.333333333,0,12/10/90,5/20/91,0,1991,148,1
C+C Music Factory,Things That Make You Go Hmmmm,16,4.066666667,0,7/22/91,11/11/91,0,1991,113,1
R.E.M.,Losing My Religion,21,4.466666667,0,4/8/91,9/2/91,0,1991,125,1
Scorpions,Wind Of Change,25,5.066666667,0,6/3/91,11/25/91,0,1991,75,1
diVINYLS,I Touch Myself,17,3.666666667,0,3/11/91,7/8/91,0,1991,109,1
Vanilla Ice,Play That Funky Music,16,3.316666667,0,12/10/90,4/1/91,0,1991,101,1
Jesus Jones,"Real, Real, Real",19,3.066666667,0,8/26/91,1/6/92,0,1991,110,1
Rod Stewart,Rhythm Of My Heart,18,3.783333333,0,3/18/91,7/22/91,0,1991,142,1
Enigma,Sadeness,18,4.066666667,0,2/11/91,6/17/91,0,1991,95,1
Firehouse,Love Of A Lifetime,22,4.666666667,0,7/1/91,12/2/91,0,1991,123,1
Bonnie Raitt,Something To Talk About,20,3.65,0,7/22/91,12/9/91,0,1991,102,1
"KLF, The",3 A.M. Eternal,19,3.55,0,6/24/91,11/4/91,0,1991,119,1
Oleta Adams,Get Here,22,4.533333333,0,12/17/90,5/20/91,0,1991,109,1
Sting,All This Time,15,4.733333333,0,1/21/91,5/6/91,0,1991,126,1
Paula Abdul,Blowing Kisses In The Wind,19,4.6,0,10/21/91,3/2/92,0,1991,147,1
Corina,Temptation,21,3.883333333,0,5/20/91,10/14/91,0,1991,118,1
Nelson,After The Rain,21,3.966666667,0,11/5/90,4/1/91,0,1991,125,1
Roberta Flack,Set The Night To Music,19,4.566666667,0,9/23/91,2/3/92,0,1991,122,1
Naughty By Nature,O.P.P.,20,4.516666667,0,9/9/91,1/27/92,0,1991,97,1
Chris Isaak,Wicked Game,23,4,0,12/3/90,5/13/91,0,1991,112,1
Michael W. Smith,Place In This World,21,3.916666667,0,5/6/91,9/30/91,0,1991,147,1
Michael Bolton,"Time, Love And Tenderness",18,4.2,0,7/15/91,11/18/91,0,1991,85,1
Rick Astley,Cry For Help,20,3.9,0,2/18/91,7/8/91,0,1991,89,1
Tara Kemp,Piece Of My Heart,18,3.733333333,0,5/13/91,9/16/91,0,1991,101,1
Gerardo,Rico Suave,18,4.05,0,2/4/91,6/10/91,0,1991,105,1
Amy Grant,That's What Love Is For,19,4.233333333,0,9/30/91,2/10/92,0,1991,70,1
UB40,Here I Am (Come And Take Me),25,3.933333333,0,3/25/91,9/16/91,0,1991,95,1
Keith Sweat,I'll Give All My Love To You,19,4.5,0,12/3/90,4/15/91,0,1991,140,1
Will To Power,I'm Not In Love,17,3.65,0,11/19/90,3/18/91,0,1991,149,1
Seal,Crazy,19,4.4,0,6/24/91,11/4/91,0,1991,102,1
"Escape Club, The",I'll Be There,25,4.8,0,5/27/91,11/18/91,0,1991,99,1
Tesla,Signs,22,3.15,0,1/7/91,6/10/91,0,1991,80,1
Hi-Five,I Can't Wait Another Minute,21,4.9,0,6/24/91,11/18/91,0,1991,73,1
Black Box,Strike It Up,18,3.1,0,4/8/91,8/12/91,0,1991,118,1
Cathy Dennis,Too Many Walls,20,3.966666667,0,7/8/91,11/25/91,0,1991,98,1
Aaron Neville,Everybody Plays The Fool,20,3.95,0,7/22/91,12/9/91,0,1991,88,1
INXS,Disappear,19,4,0,11/26/90,4/8/91,0,1991,125,1
Crystal Waters,Gypsy Woman (She's Homeless),16,3.7,0,5/6/91,8/26/91,0,1991,119,1
Another Bad Creation,Iesha,23,4.116666667,0,1/14/91,6/24/91,0,1991,111,1
Cathy Dennis,Just Another Dream,21,4.016666667,0,10/29/90,3/25/91,0,1991,118,1
Queensryche,Silent Lucidity,17,5.666666667,0,3/25/91,7/22/91,0,1991,140,1
LL Cool J,Around The Way Girl,22,4,0,12/3/90,5/6/91,0,1991,101,1
Luther Vandross,Don't Want To Be A Fool,20,4.466666667,0,8/5/91,12/23/91,0,1991,95,1
Curtis Stigers,I Wonder Why,19,4.4,0,9/9/91,1/20/92,0,1991,138,1
Whitney Houston,Miracle,14,5.6,0,4/15/91,7/22/91,0,1991,110,1
Madonna,Rescue Me,8,4.633333333,0,3/4/91,4/29/91,0,1991,118,1
Marky Mark & The Funky Bunch,Wildside,19,5.033333333,0,11/11/91,3/23/92,0,1991,105,1
Guns N' Roses,Don't Cry,19,4.616666667,0,9/23/91,2/3/92,0,1991,125,1
R.E.M.,Shiny Happy People,15,3.65,0,7/29/91,11/11/91,0,1991,124,1
Chesney Hawkes,The One And Only,20,3.616666667,0,8/5/91,12/23/91,0,1991,119,1
Warrant,I Saw Red,18,3.716666667,0,12/3/90,4/8/91,0,1991,99,1
Rod Stewart,The Motown Song,17,4.166666667,0,7/8/91,11/4/91,0,1991,117,1
Another Bad Creation,Playground,17,4.216666667,0,4/29/91,8/26/91,0,1991,110,1
Martika,Love.. Thy Will Be Done,15,4.2,0,8/12/91,11/25/91,0,1991,91,1
David A. Stewart,Lily Was Here,16,4.25,0,5/20/91,9/9/91,0,1991,108,1
Huey Lewis & The News,Couple Days Off,13,3.216666667,0,4/29/91,7/29/91,0,1991,81,1
Heavy D & The Boyz,Now That We Found Love,22,4.266666667,0,7/1/91,12/2/91,0,1991,119,1
Voices That Care,Voices That Care,16,4.883333333,0,3/18/91,7/8/91,0,1991,149,1
Lisa Fischer,How Can I Ease The Pain,20,4.1,0,4/15/91,9/2/91,0,1991,116,1
Richard Marx,Keep Coming Back,19,6.566666667,0,11/4/91,3/16/92,0,1991,97,1
Tevin Campbell,Round And Round,28,3.866666667,0,12/10/90,6/24/91,0,1991,107,1
Winger,Miles Away,21,4.1,0,10/15/90,3/11/91,0,1991,91,1
Nia Peeples,Street Of Dreams,19,4.3,0,10/14/91,2/24/92,0,1991,110,1
Stevie B,I'll Be By Your Side,15,4.166666667,0,2/4/91,5/20/91,0,1991,122,1
Wilson Phillips,The Dream Is Still Alive,14,4,0,6/3/91,9/9/91,0,1991,108,1
Salt 'N Pepa,Let's Talk About Sex,19,4.7,0,8/26/91,1/6/92,0,1991,106,1
Marc Cohn,Walking In Memphis,23,4.166666667,0,4/1/91,9/9/91,0,1991,130,1
Pebbles,Love Makes Things Happen,18,4.416666667,0,12/3/90,4/8/91,0,1991,75,1
Alias,Waiting For Love,17,3.9,0,1/21/91,5/20/91,0,1991,111,1
Rythm Syndicate,Hey Donna,14,3.933333333,0,9/9/91,12/16/91,0,1991,117,1
Natalie Cole,Unforgettable,17,3.383333333,0,7/15/91,11/11/91,0,1991,129,1
"Triplets, The",You Don't Have To Go Home Tonight,16,3.783333333,0,3/18/91,7/8/91,0,1991,132,1
Tony Terry,With You,23,5,0,7/1/91,12/9/91,0,1991,131,1
"Rembrandts, The","Just The Way It Is, Baby",19,4.1,0,2/11/91,6/24/91,0,1991,115,1
Nelson,More Than Ever,17,3.4,0,3/11/91,7/8/91,0,1991,96,1
John Mellencamp,Get A Leg Up,14,3.7,0,10/7/91,1/13/92,0,1991,138,1
Keedy,Save Some Love,15,4.1,0,3/18/91,7/1/91,0,1991,119,1
Metallica,Enter Sandman,19,5.5,0,8/26/91,1/6/92,0,1991,124,1
Rude Boys,Written All Over Your Face,18,4.466666667,0,3/11/91,7/15/91,0,1991,133,1
Robert Palmer,Mercy Mercy Me (The Ecology)/I Want You,17,5.816666667,0,2/18/91,6/17/91,0,1991,99,1
Bad Company,If You Needed Somebody,23,4.3,0,11/12/90,4/22/91,0,1991,84,1
Gerardo,We Want The Funk,11,4.066666667,0,5/6/91,7/22/91,0,1991,106,1
Cher,Love And Understanding,15,4.583333333,0,6/17/91,9/30/91,0,1991,116,1
LL Cool J,Mama Said Knock You Out,16,4.716666667,0,4/15/91,8/5/91,0,1991,102,1
Surface,Never Gonna Let You Down,17,3.716666667,0,4/29/91,8/26/91,0,1991,124,1
Vanessa Williams,Running Back To You,20,4.183333333,0,8/12/91,12/30/91,0,1991,115,1
Londonbeat,A Better Love,15,4,0,5/13/91,8/26/91,0,1991,95,1
EMF,Lies,13,3.566666667,0,9/30/91,12/30/91,0,1991,112,1
Firehouse,Don't Treat Me Bad,23,3.85,0,3/11/91,8/19/91,0,1991,111,1
Sheena Easton,What Comes Naturally,15,4.5,0,4/1/91,7/15/91,0,1991,104,1
After 7,Heat Of The Moment,28,6.166666667,0,10/23/89,5/7/90,0,1991,103,1
Father MC,I'll Do 4 U,17,2.966666667,0,1/14/91,5/13/91,0,1991,109,1
Whitney Houston,The Star Spangled Banner,11,2.15,0,3/11/91,5/27/91,0,1991,112,1
DJ Jazzy Jeff & The Fresh Prince,Ring My Bell,18,3.966666667,0,10/14/91,2/17/92,0,1991,118,1
Whitney Houston,My Name Is Not Susan,10,4.5,0,7/29/91,10/7/91,0,1991,101,1
"Outfield, The",For You,17,4.316666667,0,11/5/90,3/4/91,0,1991,118,1
Salt 'N Pepa,Do You Want Me,26,3.766666667,0,3/25/91,9/23/91,0,1991,121,1
Urban Dance Squad,Deeper Shade Of Soul,17,3.766666667,0,12/17/90,4/15/91,0,1991,114,1
Huey Lewis & The News,It Hit Me Like A Hammer,13,3.916666667,0,7/22/91,10/21/91,0,1991,96,1
Prince,Gett Off,14,4.4,0,8/19/91,11/25/91,0,1991,99,1
Gloria Estefan,Live For Loving You,19,4.233333333,0,10/14/91,2/24/92,0,1991,115,1
Steelheart,I'll Never Let You Go,27,4.983333333,0,3/18/91,9/23/91,0,1991,149,1
AC/DC,Moneytalks,15,3.683333333,0,12/10/90,3/25/91,0,1991,121,1
Phil Collins,Hang In Long Enough,12,4.6,0,11/12/90,2/4/91,0,1991,120,1
Siouxsie & The Banshees,Kiss Them For Me,13,4.216666667,0,8/19/91,11/18/91,0,1991,99,1
Black Box,I Don't Know Anybody Else,13,3.866666667,0,12/10/90,3/11/91,0,1991,120,1
Simply Red,Something Got Me Started,13,3.9,0,9/30/91,12/30/91,0,1991,112,1
After 7,Nights Like This,15,3.966666667,0,5/27/91,9/9/91,0,1991,97,1
Bob Seger,The Real Love,11,3.75,0,8/26/91,11/11/91,0,1991,115,1
Robbie Nevil,Just Like You,14,3.933333333,0,7/8/91,10/14/91,0,1991,97,1
Jodeci,Forever My Lady,19,4.266666667,0,10/28/91,3/9/92,0,1991,118,1
Styx,Love At First Sight,16,4.583333333,0,4/8/91,7/29/91,0,1991,115,1
Riff,My Heart Is Failing Me,14,3.566666667,0,3/25/91,7/1/91,0,1991,90,1
Bingoboys,How To Dance,14,3.75,0,2/18/91,5/27/91,0,1991,120,1
Debbie Gibson,Anything Is Possible,11,3.566666667,0,11/19/90,2/4/91,0,1991,110,1
Monie Love,It's A Shame (My Sister),16,3.5,0,3/18/91,7/8/91,0,1991,108,1
"Black Crowes, The",Hard To Handle,14,3.133333333,0,6/24/91,9/30/91,0,1991,104,1
Elisa Fiorillo,On The Way Up,18,3.733333333,0,10/1/90,2/4/91,0,1991,114,1
Van Halen,Top Of The World,18,3.766666667,0,10/14/91,2/17/92,0,1991,127,1
George Michael,Waiting For That Day,10,4.7,0,1/21/91,4/1/91,0,1991,86,1
Bad Company,Walk Through Fire,17,4.166666667,0,8/26/91,12/23/91,0,1991,123,1
Nelson,Only Time Will Tell,14,4.1,0,6/24/91,9/30/91,0,1991,71,1
Tom Petty and the Heartbreakers,Learning To Fly,14,3.916666667,0,7/1/91,10/7/91,0,1991,116,1
Tami Show,The Truth,13,4.033333333,0,8/5/91,11/4/91,0,1991,121,1
Robert Palmer,You're Amazing,12,3.766666667,0,11/19/90,2/11/91,0,1991,72,1
Russ Irwin,My Heart Belongs To You,13,3.933333333,0,9/16/91,12/16/91,0,1991,132,1
Iggy Pop,Candy,14,4.016666667,0,11/26/90,3/4/91,0,1991,71,1
Guns N' Roses,You Could Be Mine,15,5.583333333,0,7/15/91,10/28/91,0,1991,75,1
3rd Bass,Pop Goes The Weasel,13,3.666666667,0,7/15/91,10/14/91,0,1991,100,1
"Black Crowes, The",She Talks To Angels,16,5.5,0,3/18/91,7/8/91,0,1991,79,1
Susanna Hoffs,My Side Of The Bed,11,3.333333333,0,2/4/91,4/22/91,0,1991,113,1
Michel'le,Something In My Heart,22,3.783333333,0,1/14/91,6/17/91,0,1991,130,1
Dino,Gentle,13,4.133333333,0,11/12/90,2/11/91,0,1991,92,1
Big Audio Dynamite II,Rush,16,3.083333333,0,9/23/91,1/13/92,0,1991,123,1
.38 Special,The Sound Of Your Voice,15,4.8,0,7/15/91,10/28/91,0,1991,135,1
Cher,The Shoop Shoop Song (It's In His Kiss),15,2.7,0,11/26/90,3/11/91,0,1991,117,1
Tony! Toni! Ton_!,It Never Rains (In Southern California),14,4.716666667,0,12/24/90,4/1/91,0,1991,79,1
Jasmine Guy,Just Want To Hold You,20,4.05,0,8/5/91,12/23/91,0,1991,80,1
Breathe,Does She Love That Man?,12,4.633333333,0,11/19/90,2/11/91,0,1991,74,1
Ralph Tresvant,Stone Cold Gentleman,11,4.15,0,2/25/91,5/13/91,0,1991,105,1
Poison,Life Goes On,13,4.7,0,5/6/91,8/5/91,0,1991,79,1
Lisette Melendez,Together Forever,19,3.733333333,0,2/4/91,6/17/91,0,1991,118,1
LaTour,People Are Still Having Sex,11,5.283333333,0,4/8/91,6/24/91,0,1991,125,1
"Fixx, The",How Much Is Enough,11,4,0,4/1/91,6/17/91,0,1991,110,1
Billy Falcon,Power Windows,14,3.95,0,8/19/91,11/25/91,0,1991,103,1
Celine Dion,(If There Was) Any Other Way,12,4.25,0,4/8/91,7/1/91,0,1991,124,1
Yo-Yo,You Can't Play With My Yo-Yo,12,3.833333333,0,5/27/91,8/19/91,0,1991,96,1
Cinderella,Shelter Me,12,4.5,0,12/10/90,3/4/91,0,1991,125,1
Lisa Lisa & Cult Jam,Let The Beat Hit 'Em,16,4.6,0,6/24/91,10/14/91,0,1991,113,1
Shabba Ranks,Housecall,14,3.866666667,0,10/28/91,2/3/92,0,1991,81,1
Kane Roberts,Does Anybody Really Fall In Love Anymore?,13,4.216666667,0,4/29/91,7/29/91,0,1991,88,1
Poison,Ride The Wind,12,3.75,0,2/4/91,4/29/91,0,1991,136,1
Chicago,Chasin' The Wind,11,4.266666667,0,1/28/91,4/15/91,0,1991,80,1
Stereo MC's,Elevate My Mind,13,3.2,0,6/3/91,9/2/91,0,1991,115,1
Slaughter,Spend My Life,12,3.2,0,12/24/90,3/18/91,0,1991,115,1
Harriet,Temple Of Love,11,4.2,0,2/18/91,5/6/91,0,1991,118,1
Jomanda,Got A Love For You,15,4.3,0,7/8/91,10/21/91,0,1991,119,1
Keith Washington,Kissing You,13,4.233333333,0,5/27/91,8/26/91,0,1991,129,1
Desmond Child,Love On A Rooftop,12,5.166666667,0,6/24/91,9/16/91,0,1991,108,1
Simple Minds,See The Lights,10,4.283333333,0,5/20/91,7/29/91,0,1991,125,1
PC Quest,After The Summer's Gone,11,4,0,8/19/91,11/4/91,0,1991,118,1
Guy,Let's Chill,15,6.866666667,0,2/25/91,6/10/91,0,1991,149,1
"Farm, The",Groovy Train,15,4.183333333,0,9/30/91,1/13/92,0,1991,115,1
Winger,"Easy Come, Easy Go",11,3.716666667,0,2/11/91,4/29/91,0,1991,118,1
Daryl Hall & John Oates,Don't Hold Back Your Love,11,4.466666667,0,1/7/91,3/25/91,0,1991,113,1
Tracie Spencer,Tender Kisses,19,4.383333333,0,10/21/91,3/2/92,0,1991,83,1
Damian Dame,Exclusivity,12,4.633333333,0,5/20/91,8/12/91,0,1991,106,1
Too Short,The Ghetto,13,4.866666667,0,11/19/90,2/18/91,0,1991,100,1
Bad English,Straight To Your Heart,13,4.116666667,0,9/2/91,12/2/91,0,1991,127,1
Titiyo,My Body Says Yes,11,4.016666667,0,6/10/91,8/26/91,0,1991,113,1
Guys Next Door,I've Been Waiting For You,11,3.833333333,0,1/7/91,3/25/91,0,1991,85,1
"Rebel Pebbles, The",Dream Lover,10,3.833333333,0,4/22/91,7/1/91,0,1991,140,1
Elton John,You Gotta Love Someone,12,4.75,0,11/26/90,2/18/91,0,1991,102,1
Alexander O'Neal,All True Man,11,4.033333333,0,2/25/91,5/13/91,0,1991,104,1
Gloria Estefan,Can't Forget You,13,4.133333333,0,6/10/91,9/9/91,0,1991,142,1
"Escape Club, The",Call It Poison,10,4.283333333,0,2/25/91,5/6/91,0,1991,110,1
Cinderella,Heartbreak Station,11,4.383333333,0,3/18/91,6/3/91,0,1991,116,1
Lita Ford,Shot Of Poison,13,3.333333333,0,11/4/91,2/3/92,0,1991,,1
K.M.C. Kru,The Devil Came Up To Michigan,14,3.766666667,0,9/2/91,12/9/91,0,1991,,1
2NU,This Is Ponderous,12,3.45,0,12/24/90,3/18/91,0,1991,114,1
Blue Train,All I Need Is You,12,4.2,0,10/7/91,12/30/91,0,1991,108,1
INXS,Bitter Tears,10,3.683333333,0,4/8/91,6/17/91,0,1991,113,1
George Michael,Mother's Pride,9,3.883333333,0,2/4/91,4/8/91,0,1991,79,1
Or-N-More,Everyotherday,8,3.5,0,9/2/91,10/28/91,0,1991,113,1
Daryl Braithwaite,Higher Than Hope,10,4.3,0,6/3/91,8/12/91,0,1991,109,1
Deee-Lite,Power Of Love,10,3.883333333,0,1/7/91,3/18/91,0,1991,122,1
Tony! Toni! Ton_!,Whatever You Want,11,4.366666667,0,4/15/91,7/1/91,0,1991,,1
"La's, The",There She Goes,10,2.633333333,0,7/22/91,9/30/91,0,1991,122,1
Lisette Melendez,A Day In My Life (Without You),19,3.75,0,9/30/91,2/10/92,0,1991,,1
George LaMond,No Matter What,15,4.4,0,12/3/90,3/18/91,0,1991,,1
Sandee,Love Desire,11,3.9,0,6/3/91,8/19/91,0,1991,106,1
RTZ,Face The Music,10,3.95,0,8/19/91,10/28/91,0,1991,118,1
DJ Quik,Tonite,9,5.45,0,8/26/91,10/28/91,0,1991,,1
Public Enemy,Can't Truss It,14,5.283333333,0,10/21/91,1/27/92,0,1991,101,1
C & C Music Factory,Just A Touch Of Love,13,3.916666667,0,11/11/91,2/10/92,0,1991,122,1
Damn Yankees,Come Again,10,4.05,0,4/22/91,7/1/91,0,1991,132,1
Henry Lee Summer,Till Somebody Loves You,10,3.45,0,8/12/91,10/21/91,0,1991,111,1
Corina,Whispers,19,4.666666667,0,9/30/91,2/10/92,0,1991,122,1
David Hallyday,Ooh La La,10,3.833333333,0,5/27/91,8/5/91,0,1991,,1
Aftershock,Going Through The Motions,16,5.033333333,0,4/1/91,7/22/91,0,1991,76,1
Peabo Bryson,Can You Stop The Rain,15,4.916666667,0,6/24/91,10/7/91,0,1991,120,1
Vanilla Ice,I Love You,7,4.433333333,0,2/25/91,4/15/91,0,1991,,1
Great White,Call It Rock 'N Roll,8,3.866666667,0,3/11/91,5/6/91,0,1991,136,1
Gloria Estefan,Seal Our Fate,7,3.833333333,0,4/22/91,6/10/91,0,1991,,1
Young M.C. ,That's The Way Love Goes,7,4.183333333,0,8/5/91,9/23/91,0,1991,,1
M.C. Hammer,Here Comes The Hammer,14,5.75,0,1/7/91,4/15/91,0,1991,,1
Donny Osmond,Sure Lookin',12,3.916666667,0,1/21/91,4/15/91,0,1991,,1
Coro,My Fallen Angel,11,3.916666667,0,7/15/91,9/30/91,0,1991,124,1
Latin Alliance,Low Rider (On The Boulevard),11,4.1,0,8/12/91,10/28/91,0,1991,,1
"Brand New Heavies, The",Never Stop,8,4.066666667,0,9/9/91,11/4/91,0,1991,101,1
B Angie B,I Don't Want To Lose Your Love,8,4.5,0,4/29/91,6/24/91,0,1991,124,1
Tracie Spencer,This Time Make It Funky,7,4.333333333,0,5/20/91,7/8/91,0,1991,,1
Peace Choir,Give Peace A Chance,4,3.366666667,0,3/11/91,4/8/91,0,1991,76,1
Glenn Frey,"Part Of Me, Part Of You",13,4.183333333,0,5/13/91,8/12/91,0,1991,,1
Thunder,Dirty Love,13,5.2,0,6/3/91,9/2/91,0,1991,121,1
"Party, The",That's Why,12,3.466666667,0,3/4/91,5/27/91,0,1991,,1
"Cover Girls, The",Funk Boutique,11,3.75,0,2/11/91,4/29/91,0,1991,,1
Stevie Nicks,Sometimes (It's A Bitch),8,4.583333333,0,9/9/91,11/4/91,0,1991,119,1
Crash Test Dummies,Superman's Song,6,4.4,0,10/7/91,11/18/91,0,1991,84,1
Happy Mondays,Step On,10,4.283333333,0,3/18/91,5/27/91,0,1991,104,1
"KLF, The",What Time Is Love?,11,3.733333333,0,10/28/91,1/13/92,0,1991,,1
"Rolling Stones, The",Highwire,7,3.6,0,3/11/91,4/29/91,0,1991,,1
PC Quest,Can I Call You My Girl,15,3.833333333,0,5/6/91,8/19/91,0,1991,90,1
2 Live Crew,Pop That Coochie,12,4.2,0,11/4/91,1/27/92,0,1991,127,1
Eddie Money,Heaven In The Back Seat,8,3.933333333,0,9/16/91,11/11/91,0,1991,120,1
"Lighter Shade Of Brown, A",Latin Active,12,3.416666667,0,7/22/91,10/14/91,0,1991,119,1
Steelheart,She's Gone (Lady),8,6.45,0,9/2/91,10/28/91,0,1991,136,1
Michael W. Smith,For You,11,3.833333333,0,9/16/91,12/2/91,0,1991,84,1
Michael Damian,What A Price To Pay,8,4.316666667,0,6/10/91,8/5/91,0,1991,76,1
U2,The Fly,10,4.366666667,0,11/11/91,1/20/92,0,1991,108,1
Maxi Priest,Just A Little Bit Longer,10,3.766666667,0,12/10/90,2/18/91,0,1991,86,1
TKA,Louder Than Love,11,4.55,0,8/12/91,10/28/91,0,1991,121,1
Jellyfish,Baby's Coming Back,8,2.833333333,0,3/11/91,5/6/91,0,1991,70,1
Bette Midler,Night And Day,7,5.316666667,0,1/28/91,3/18/91,0,1991,133,1
Hi-C,I'm Not Your Puppet,13,5.95,0,8/19/91,11/18/91,0,1991,94,1
Marc Cohn,Silver Thunderbird,8,4.466666667,0,8/12/91,10/7/91,0,1991,134,1
